CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2514,Male,0,No,Yes,48,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.93,3105.03,No
CUST2515,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,44.52,2862.14,No
CUST2516,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),63.31,919.74,No
CUST2517,Male,0,No,No,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.39,1932.83,No
CUST2518,Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.55,3674.99,Yes
CUST2519,Female,1,Yes,Yes,32,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,86.02,2769.88,No
CUST2520,Female,1,Yes,No,43,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),73.98,3112.08,No
CUST2521,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.41,4411.41,No
CUST2522,Male,0,No,No,15,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.28,613.95,Yes
CUST2523,Male,0,No,No,50,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Two year,No,Electronic check,115.19,5506.47,Yes
CUST2524,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),36.99,2651.02,No
CUST2525,Male,1,Yes,No,63,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,46.87,2911.39,No
CUST2526,Female,1,No,Yes,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,89.64,6505.78,No
CUST2527,Female,1,Yes,Yes,9,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,54.68,478.26,No
CUST2528,Male,0,No,No,13,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,66.78,853.64,Yes
CUST2529,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,61.51,1054.07,No
CUST2530,Female,0,Yes,No,35,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.17,2890.56,No
CUST2531,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.61,33.61,Yes
CUST2532,Female,1,No,No,36,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,84.47,2948.52,No
CUST2533,Female,0,Yes,No,67,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.52,1800.95,No
CUST2534,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),120.0,5655.08,No
CUST2535,Male,0,No,No,37,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,43.91,1574.7,Yes
CUST2536,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),60.69,4481.23,Yes
CUST2537,Female,0,No,Yes,29,No,No,DSL,Yes,No,No internet service,No,No internet service,No,One year,No,Mailed check,28.57,864.39,No
CUST2538,Male,1,Yes,No,44,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),42.12,1801.85,No
CUST2539,Male,0,Yes,No,68,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,1179.32,No
CUST2540,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),41.9,576.83,No
CUST2541,Male,0,Yes,No,51,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),51.81,2560.59,No
CUST2542,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),101.85,941.88,Yes
CUST2543,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,101.37,6737.71,No
CUST2544,Male,0,No,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.64,2610.85,No
CUST2545,Female,0,Yes,No,65,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.0,1152.66,No
CUST2546,Female,0,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No internet service,One year,No,Electronic check,66.33,1841.9,No
CUST2547,Male,1,No,Yes,40,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),81.54,3310.95,No
CUST2548,Female,0,No,Yes,8,No,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,30.91,248.04,Yes
CUST2549,Male,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31.88,190.48,No
CUST2550,Female,0,No,No,53,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Mailed check,63.66,3424.41,No
CUST2551,Male,0,No,No,5,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,One year,Yes,Electronic check,103.45,516.85,No
CUST2552,Male,0,Yes,Yes,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,87.76,4869.3,No
CUST2553,Male,0,No,No,18,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),23.84,444.84,No
CUST2554,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),77.34,5311.92,Yes
CUST2555,Female,0,Yes,No,36,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.79,2970.62,Yes
CUST2556,Male,0,No,No,54,Yes,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),57.53,3110.86,Yes
CUST2557,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),45.49,1603.23,Yes
CUST2558,Female,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,54.98,1832.97,Yes
CUST2559,Female,1,No,No,51,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.34,5073.14,Yes
CUST2560,Male,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.35,183.37,Yes
CUST2561,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),91.68,6119.87,No
CUST2562,Female,1,No,Yes,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.29,831.32,Yes
CUST2563,Male,0,No,No,8,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.53,655.58,Yes
CUST2564,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Electronic check,120.0,5263.9,No
CUST2565,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,18.0,539.77,No
CUST2566,Male,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),51.67,393.05,No
CUST2567,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.12,5111.89,No
CUST2568,Male,1,Yes,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.6,181.39,No
CUST2569,Female,0,Yes,No,61,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),86.95,5482.95,No
CUST2570,Female,0,No,No,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.86,5039.05,Yes
CUST2571,Female,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,18.0,1339.73,No
CUST2572,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),102.45,3697.39,Yes
CUST2573,Female,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),38.24,2323.18,No
CUST2574,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,113.81,2185.37,Yes
CUST2575,Male,1,Yes,Yes,18,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,68.15,1200.18,No
CUST2576,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,83.07,3511.7,No
CUST2577,Female,1,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),29.33,572.06,No
CUST2578,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,32.99,,No
CUST2579,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,24.32,711.14,No
CUST2580,Male,1,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,57.28,2895.24,No
CUST2581,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,58.48,2585.85,Yes
CUST2582,Female,0,Yes,No,47,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.81,5205.81,Yes
CUST2583,Female,0,No,No,43,Yes,No phone service,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.11,1967.53,No
CUST2584,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),53.51,611.1,No
CUST2585,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),74.74,3214.77,No
CUST2586,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.41,1679.55,No
CUST2587,Female,0,Yes,No,3,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),55.71,175.35,No
CUST2588,Female,1,No,No,4,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),100.66,384.88,No
CUST2589,Male,1,No,No,38,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,50.85,1978.24,No
CUST2590,Male,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,42.34,3115.5,No
CUST2591,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),83.78,2975.81,No
CUST2592,Female,0,No,Yes,51,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,18.0,947.78,No
CUST2593,Male,0,No,No,31,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,81.34,2540.6,No
CUST2594,Female,0,No,No,37,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),78.14,2813.82,Yes
CUST2595,Male,0,No,No,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.33,3493.94,Yes
CUST2596,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,68.36,3873.0,No
CUST2597,Female,0,Yes,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.18,1909.06,No
CUST2598,Female,1,No,No,25,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.45,2022.4,Yes
CUST2599,Female,0,Yes,No,10,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,89.31,931.91,No
CUST2600,Male,0,Yes,No,69,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),111.36,7612.08,Yes
CUST2601,Female,0,Yes,Yes,25,No,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),69.21,1669.6,No
CUST2602,Female,0,No,No,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,103.52,5028.08,No
CUST2603,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),48.05,2503.47,No
CUST2604,Male,1,Yes,No,10,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.42,902.45,Yes
CUST2605,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,75.03,3661.51,Yes
CUST2606,Female,1,Yes,No,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.61,2090.02,No
CUST2607,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.06,4328.36,No
CUST2608,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,34.7,2420.66,Yes
CUST2609,Male,0,Yes,Yes,11,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.77,404.99,No
CUST2610,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.22,855.73,Yes
CUST2611,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),60.83,1998.7,No
CUST2612,Male,0,Yes,Yes,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),63.96,,No
CUST2613,Female,0,Yes,No,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.69,5704.13,No
CUST2614,Female,1,Yes,Yes,38,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.41,2111.67,No
CUST2615,Male,0,No,No,57,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,101.55,5847.67,Yes
CUST2616,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,78.47,5323.55,No
CUST2617,Female,0,No,No,59,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,62.47,3636.73,No
CUST2618,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),36.47,2136.32,No
CUST2619,Female,0,Yes,No,67,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),18.0,1257.22,No
CUST2620,Male,0,Yes,No,15,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),68.66,1046.43,Yes
CUST2621,Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.0,1092.79,Yes
CUST2622,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,112.95,331.2,No
CUST2623,Male,0,No,No,58,No,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,97.48,5448.24,Yes
CUST2624,Male,0,No,No,27,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,51.78,1374.0,No
CUST2625,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),35.56,542.9,No
CUST2626,Male,0,Yes,No,60,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,27.75,1646.77,No
CUST2627,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,48.48,147.75,Yes
CUST2628,Female,0,No,No,28,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.95,1626.8,No
CUST2629,Female,1,No,No,47,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),18.0,855.64,No
CUST2630,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,48.46,3237.74,No
CUST2631,Female,0,No,No,53,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.17,2742.81,Yes
CUST2632,Female,0,No,No,20,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.63,1799.51,No
CUST2633,Male,0,No,No,11,Yes,Yes,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),73.08,767.57,Yes
CUST2634,Female,0,No,Yes,25,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.07,1258.97,Yes
CUST2635,Male,0,No,No,63,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.35,3112.4,No
CUST2636,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),30.54,118.96,Yes
CUST2637,Female,0,No,No,54,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),96.29,5187.67,No
CUST2638,Female,0,No,No,60,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.08,3676.49,Yes
CUST2639,Male,0,No,No,28,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,62.87,1789.36,No
CUST2640,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,45.7,478.35,Yes
CUST2641,Male,0,No,Yes,36,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),32.6,1197.76,Yes
CUST2642,Female,0,Yes,No,33,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,81.66,2727.81,No
CUST2643,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,95.24,5856.4,Yes
CUST2644,Female,0,No,No,45,No,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),45.22,2037.42,No
CUST2645,Female,1,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,18.0,940.5,No
CUST2646,Male,1,Yes,No,46,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Mailed check,73.13,3509.57,Yes
CUST2647,Male,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.62,285.19,Yes
CUST2648,Female,0,Yes,No,4,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,92.82,372.25,Yes
CUST2649,Male,1,No,No,42,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),34.79,1472.93,Yes
CUST2650,Male,0,No,No,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.19,2528.47,No
CUST2651,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,57.94,442.75,Yes
CUST2652,Female,0,No,No,46,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,97.94,4427.8,No
CUST2653,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,28.7,219.3,Yes
CUST2654,Female,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),18.0,481.4,No
CUST2655,Female,0,Yes,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.19,68.19,No
CUST2656,Male,0,No,Yes,61,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,6120.22,No
CUST2657,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,3036.94,No
CUST2658,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,61.38,527.04,No
CUST2659,Female,0,No,No,27,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.38,1960.56,No
CUST2660,Female,0,No,No,70,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,18.04,1268.52,Yes
CUST2661,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.27,1539.32,No
CUST2662,Female,0,No,Yes,65,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Credit card (automatic),65.6,4461.89,No
CUST2663,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,49.26,813.18,No
CUST2664,Male,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,18.0,1217.99,No
CUST2665,Male,0,Yes,No,67,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),84.1,5464.89,No
CUST2666,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),41.93,911.65,No
CUST2667,Female,0,Yes,Yes,56,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,36.81,1973.06,No
CUST2668,Female,0,No,No,57,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,6923.94,No
CUST2669,Male,0,Yes,Yes,54,No,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,73.06,4089.29,Yes
CUST2670,Female,0,No,No,8,No,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),35.88,285.19,No
CUST2671,Male,0,No,Yes,7,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),93.82,655.45,No
CUST2672,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),63.56,63.56,Yes
CUST2673,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.86,5289.76,No
CUST2674,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Credit card (automatic),19.45,224.1,Yes
CUST2675,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,No,Electronic check,73.07,978.89,Yes
CUST2676,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,48.98,955.58,No
CUST2677,Male,0,Yes,Yes,19,No,No,DSL,Yes,Yes,No,No internet service,Yes,No,One year,No,Mailed check,60.82,1123.03,No
CUST2678,Female,0,Yes,No,28,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,111.26,3270.72,No
CUST2679,Male,0,No,No,15,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,79.36,1245.53,Yes
CUST2680,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,18.0,1174.12,Yes
CUST2681,Female,1,No,No,23,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.8,1836.11,Yes
CUST2682,Female,1,No,Yes,43,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.92,943.29,Yes
CUST2683,Male,1,No,No,10,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,46.54,485.51,No
CUST2684,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,48.96,1726.84,No
CUST2685,Female,0,No,No,63,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,71.95,4526.82,No
CUST2686,Female,0,Yes,No,49,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.7,3236.46,Yes
CUST2687,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,50.0,690.1,No
CUST2688,Female,0,No,Yes,34,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),58.62,2071.18,No
CUST2689,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Electronic check,114.74,4575.28,No
CUST2690,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.64,2160.42,No
CUST2691,Male,1,Yes,No,22,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),18.0,379.05,No
CUST2692,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),27.01,976.29,No
CUST2693,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,34.85,787.77,Yes
CUST2694,Male,1,No,Yes,25,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,120.0,3027.29,No
CUST2695,Female,1,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,35.36,2489.52,No
